SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
NHAI, N2, 10-Jul-2019, 1208.83, 1209.89, 1210.00, 1207.00, 1208.00, 1208.36, 1208.66, 3827, 46.26, 35, 3017, 78.83
NHAI, N5, 10-Jul-2019, 1210.00, 1244.00, 1244.00, 1244.00, 1244.00, 1244.00, 1244.00, 400, 4.98, 1, 400, 100.00
NHAI, N6, 10-Jul-2019, 1228.01, 1227.50, 1235.00, 1223.90, 1223.90, 1224.31, 1227.29, 1651, 20.26, 33, 1195, 72.38
NHAI, N8, 10-Jul-2019, 1090.00, 1097.00, 1098.20, 1095.00, 1098.20, 1098.20, 1096.21, 81, 0.89, 4, 80, 98.77
NHAI, NA, 10-Jul-2019, 1138.08, 1139.99, 1144.95, 1139.99, 1144.50, 1144.50, 1142.41, 998, 11.40, 16, 998, 100.00
NHAI, NC, 10-Jul-2019, 1092.53, 1095.60, 1113.00, 1095.60, 1113.00, 1113.00, 1104.30, 162, 1.79, 4, 81, 50.00
NHAI, NE, 10-Jul-2019, 1183.50, 1189.00, 1189.47, 1189.00, 1189.00, 1189.00, 1189.06, 740, 8.80, 27, 500, 67.57
NHBTF2014, N5, 10-Jul-2019, 5995.00, 6125.00, 6125.00, 6125.00, 6125.00, 6125.00, 6125.00, 17, 1.04, 1, 17, 100.00
NHBTF2014, N6, 10-Jul-2019, 6578.00, 6584.00, 6584.00, 6541.26, 6543.01, 6543.01, 6544.95, 13, 0.85, 3, 13, 100.00
NHBTF2023, N6, 10-Jul-2019, 6115.00, 6100.00, 6100.00, 6100.00, 6100.00, 6100.00, 6100.00, 9, 0.55, 1, 9, 100.00
NHPC, EQ, 10-Jul-2019, 24.15, 24.10, 24.30, 23.75, 23.90, 23.85, 24.03, 1185698, 284.96, 2969, 555549, 46.85
NHPC, N5, 10-Jul-2019, 1225.00, 1225.00, 1225.00, 1225.00, 1225.00, 1225.00, 1225.00, 20, 0.25, 9, 20, 100.00
NHPC, N6, 10-Jul-2019, 1285.00, 1260.00, 1286.00, 1260.00, 1286.00, 1286.00, 1271.82, 44, 0.56, 3, 44, 100.00
NIACL, EQ, 10-Jul-2019, 144.30, 144.00, 147.50, 142.10, 143.85, 143.75, 144.63, 63176, 91.37, 1491, 23235, 36.78
NIBL, EQ, 10-Jul-2019, 15.40, 16.85, 16.85, 15.10, 16.15, 15.90, 15.55, 2252, 0.35, 33, 684, 30.37
NIFTYBEES, EQ, 10-Jul-2019, 1218.04, 1225.00, 1225.50, 1211.00, 1214.00, 1213.52, 1215.39, 44796, 544.45, 2234, 31074, 69.37
NIITLTD, EQ, 10-Jul-2019, 99.90, 99.40, 100.00, 96.20, 96.65, 96.80, 97.38, 373840, 364.03, 2505, 253315, 67.76
NIITTECH, EQ, 10-Jul-2019, 1314.75, 1305.10, 1316.70, 1299.00, 1306.00, 1308.75, 1306.78, 882310, 11529.85, 27953, 607143, 68.81
NILAINFRA, EQ, 10-Jul-2019, 6.55, 6.50, 6.60, 6.30, 6.35, 6.35, 6.44, 120383, 7.75, 237, 80293, 66.70
NILASPACES, EQ, 10-Jul-2019, 2.10, 2.00, 2.00, 2.00, 2.00, 2.00, 2.00, 4824, 0.10, 16, 4824, 100.00
NILKAMAL, EQ, 10-Jul-2019, 1177.60, 1175.50, 1175.90, 1146.35, 1170.10, 1170.55, 1164.81, 4607, 53.66, 750, 2601, 56.46
NIPPOBATRY, EQ, 10-Jul-2019, 448.15, 452.95, 463.00, 442.05, 443.60, 443.70, 450.27, 524, 2.36, 141, 222, 42.37
NITCO, EQ, 10-Jul-2019, 31.65, 31.30, 32.15, 30.05, 30.05, 30.40, 30.68, 73797, 22.64, 566, 32813, 44.46
NITESHEST, EQ, 10-Jul-2019, 2.15, 2.10, 2.25, 2.05, 2.05, 2.05, 2.16, 310242, 6.69, 171, 179092, 57.73
NITINFIRE, EQ, 10-Jul-2019, 0.60, 0.55, 0.65, 0.55, 0.55, 0.55, 0.56, 204506, 1.14, 69, 182853, 89.41
NITINSPIN, EQ, 10-Jul-2019, 69.50, 69.00, 71.90, 69.00, 70.95, 70.35, 70.37, 14374, 10.12, 390, 6817, 47.43
NITIRAJ, SM, 10-Jul-2019, 90.00, 90.00, 90.00, 90.00, 90.00, 90.00, 90.00, 1200, 1.08, 1, 1200, 100.00
NLCINDIA, EQ, 10-Jul-2019, 66.45, 66.25, 66.35, 64.20, 64.25, 64.50, 64.95, 223460, 145.14, 3959, 118096, 52.85
NMDC, EQ, 10-Jul-2019, 109.15, 109.95, 116.50, 109.60, 113.15, 113.55, 113.88, 10238758, 11660.29, 51221, 1890754, 18.47
NOCIL, EQ, 10-Jul-2019, 111.80, 112.50, 113.50, 108.55, 109.00, 109.10, 110.60, 346257, 382.97, 4316, 190532, 55.03
NOIDATOLL, EQ, 10-Jul-2019, 3.85, 3.65, 4.05, 3.65, 3.70, 3.75, 3.71, 14758, 0.55, 93, 13830, 93.71
NRAIL, EQ, 10-Jul-2019, 202.40, 201.75, 204.10, 191.25, 193.20, 194.00, 196.93, 18687, 36.80, 1179, 12437, 66.55
NRBBEARING, EQ, 10-Jul-2019, 153.15, 151.95, 154.85, 151.05, 152.65, 152.20, 152.36, 14865, 22.65, 556, 9591, 64.52
NSIL, EQ, 10-Jul-2019, 1001.35, 1000.00, 1014.05, 981.35, 981.35, 987.55, 1000.65, 147, 1.47, 26, 114, 77.55
NTL, BE, 10-Jul-2019, 0.70, 0.65, 0.70, 0.65, 0.70, 0.70, 0.70, 100, 0.00, 2, -, -
NTPC, EQ, 10-Jul-2019, 129.55, 129.00, 131.00, 128.65, 128.80, 129.05, 129.39, 9141198, 11827.63, 52186, 6077506, 66.48
NTPC, N3, 10-Jul-2019, 1203.00, 1440.00, 1440.00, 1300.00, 1300.00, 1300.00, 1370.00, 2, 0.03, 2, 0, 0.00
NTPC, N4, 10-Jul-2019, 1165.00, 1170.00, 1170.00, 1170.00, 1170.00, 1170.00, 1170.00, 175, 2.05, 2, 175, 100.00
NTPC, N6, 10-Jul-2019, 1314.90, 1315.00, 1315.00, 1313.95, 1313.95, 1313.95, 1314.74, 8, 0.11, 4, 6, 75.00
NTPC, N7, 10-Jul-2019, 12.99, 12.99, 13.05, 12.99, 13.00, 13.00, 13.00, 14095, 1.83, 52, 14069, 99.82
NTPC, NB, 10-Jul-2019, 1120.00, 1119.00, 1119.00, 1119.00, 1119.00, 1119.00, 1119.00, 1, 0.01, 1, 1, 100.00
NTPC, NC, 10-Jul-2019, 1200.00, 1210.00, 1210.00, 1210.00, 1210.00, 1210.00, 1210.00, 1, 0.01, 1, 1, 100.00
NTPC, ND, 10-Jul-2019, 1204.00, 1196.00, 1210.00, 1196.00, 1210.00, 1210.00, 1196.50, 46, 0.55, 3, 45, 97.83
NUCLEUS, EQ, 10-Jul-2019, 330.45, 330.00, 338.85, 324.00, 324.05, 326.25, 329.62, 4229, 13.94, 246, 2570, 60.77
OBEROIRLTY, EQ, 10-Jul-2019, 592.40, 594.00, 619.00, 560.70, 570.00, 571.35, 600.39, 1412728, 8481.81, 38977, 635889, 45.01
OCCL, EQ, 10-Jul-2019, 1159.10, 1160.00, 1178.00, 1160.00, 1160.00, 1166.20, 1170.57, 1540, 18.03, 193, 978, 63.51
OFSS, EQ, 10-Jul-2019, 3243.50, 3230.00, 3263.25, 3125.00, 3153.90, 3144.45, 3210.69, 45029, 1445.74, 2762, 31294, 69.50
OIL, EQ, 10-Jul-2019, 177.35, 178.00, 179.15, 174.20, 176.00, 174.95, 176.81, 1532971, 2710.44, 16231, 580795, 37.89
OILCOUNTUB, EQ, 10-Jul-2019, 7.55, 7.55, 7.90, 7.15, 7.90, 7.65, 7.49, 18017, 1.35, 104, 14090, 78.20
OISL, BE, 10-Jul-2019, 7.15, 7.45, 7.50, 7.00, 7.50, 7.45, 7.35, 93553, 6.88, 148, -, -
OLECTRA, EQ, 10-Jul-2019, 200.70, 201.35, 206.55, 200.00, 200.00, 201.20, 202.67, 21565, 43.71, 693, 9100, 42.20
OMAXAUTO, EQ, 10-Jul-2019, 49.60, 49.65, 50.50, 47.90, 47.90, 48.45, 49.37, 2096, 1.03, 78, 1608, 76.72
OMAXE, EQ, 10-Jul-2019, 199.55, 201.00, 201.00, 199.25, 199.80, 199.35, 199.38, 239398, 477.31, 4069, 52195, 21.80
OMKARCHEM, EQ, 10-Jul-2019, 7.60, 7.50, 7.85, 7.25, 7.25, 7.40, 7.40, 28903, 2.14, 78, 25129, 86.94
OMMETALS, EQ, 10-Jul-2019, 19.65, 20.40, 20.40, 18.95, 19.20, 19.15, 19.34, 16553, 3.20, 119, 14697, 88.79
ONELIFECAP, BE, 10-Jul-2019, 6.65, 6.65, 6.65, 6.50, 6.50, 6.50, 6.54, 2000, 0.13, 3, -, -
ONEPOINT, EQ, 10-Jul-2019, 28.30, 25.00, 32.00, 25.00, 26.00, 26.90, 27.18, 221, 0.06, 21, 59, 26.70
ONGC, EQ, 10-Jul-2019, 153.40, 153.05, 154.40, 149.65, 151.70, 151.65, 151.91, 5310646, 8067.62, 45507, 2181818, 41.08
ONMOBILE, EQ, 10-Jul-2019, 32.20, 32.35, 32.70, 31.30, 31.35, 31.45, 31.64, 24136, 7.64, 314, 12912, 53.50
ONWARDTEC, EQ, 10-Jul-2019, 68.30, 67.95, 68.45, 67.50, 67.55, 67.55, 67.68, 1597, 1.08, 33, 1039, 65.06
OPTIEMUS, EQ, 10-Jul-2019, 61.65, 63.65, 63.65, 58.60, 62.00, 61.25, 61.10, 151260, 92.42, 754, 101275, 66.95
OPTOCIRCUI, EQ, 10-Jul-2019, 4.70, 4.70, 4.80, 4.55, 4.65, 4.55, 4.61, 168086, 7.75, 277, 127573, 75.90
ORBTEXP, EQ, 10-Jul-2019, 113.45, 115.90, 115.90, 110.00, 111.00, 111.35, 110.20, 5113, 5.63, 132, 4189, 81.93
ORCHIDPHAR, BZ, 10-Jul-2019, 7.20, 7.55, 7.55, 7.55, 7.55, 7.55, 7.55, 202190, 15.27, 108, -, -
ORICONENT, EQ, 10-Jul-2019, 19.10, 19.00, 19.60, 18.60, 18.95, 18.75, 19.04, 14484, 2.76, 154, 10840, 74.84
ORIENTABRA, EQ, 10-Jul-2019, 19.25, 18.60, 19.40, 17.80, 18.00, 18.05, 18.43, 19242, 3.55, 176, 15461, 80.35
ORIENTALTL, EQ, 10-Jul-2019, 13.35, 14.45, 15.35, 11.65, 12.20, 12.15, 13.82, 378182, 52.28, 1703, 149800, 39.61
ORIENTBANK, EQ, 10-Jul-2019, 89.30, 90.30, 90.95, 88.15, 88.45, 88.90, 89.54, 1523910, 1364.56, 8010, 259616, 17.04
ORIENTBELL, EQ, 10-Jul-2019, 132.85, 132.05, 136.15, 132.00, 133.25, 132.25, 134.20, 3482, 4.67, 133, 1808, 51.92
ORIENTCEM, EQ, 10-Jul-2019, 103.30, 104.00, 106.70, 103.25, 104.80, 104.60, 104.99, 150446, 157.96, 2558, 44997, 29.91
ORIENTELEC, EQ, 10-Jul-2019, 158.05, 159.80, 159.90, 156.45, 157.75, 157.35, 157.84, 46692, 73.70, 817, 29786, 63.79
ORIENTHOT, EQ, 10-Jul-2019, 38.10, 38.05, 38.80, 37.55, 37.70, 37.95, 37.80, 13162, 4.98, 146, 5209, 39.58
ORIENTLTD, EQ, 10-Jul-2019, 125.75, 125.70, 126.60, 125.70, 126.50, 126.50, 126.06, 87, 0.11, 7, 86, 98.85
ORIENTPPR, EQ, 10-Jul-2019, 28.10, 28.00, 28.20, 27.80, 27.85, 27.90, 27.96, 133867, 37.44, 728, 93161, 69.59
ORIENTREF, EQ, 10-Jul-2019, 207.05, 202.00, 207.10, 202.00, 204.00, 202.20, 202.60, 11208, 22.71, 264, 9463, 84.43
ORISSAMINE, EQ, 10-Jul-2019, 708.50, 710.00, 718.05, 690.00, 696.05, 701.05, 704.39, 2699, 19.01, 453, 1322, 48.98
ORTEL, EQ, 10-Jul-2019, 1.65, 1.65, 1.65, 1.60, 1.60, 1.60, 1.60, 8425, 0.13, 11, 8425, 100.00
ORTINLABSS, BE, 10-Jul-2019, 12.10, 11.80, 12.70, 11.55, 12.35, 12.35, 11.84, 4653, 0.55, 14, -, -
OSWALAGRO, EQ, 10-Jul-2019, 6.65, 7.10, 7.10, 6.30, 6.65, 6.60, 6.63, 22136, 1.47, 124, 8190, 37.00
PAGEIND, EQ, 10-Jul-2019, 19882.30, 19830.00, 20309.90, 19650.05, 20309.90, 20169.45, 19981.68, 23183, 4632.35, 8589, 5327, 22.98
PAISALO, EQ, 10-Jul-2019, 383.05, 385.95, 389.00, 380.40, 389.00, 387.95, 387.37, 27524, 106.62, 180, 18959, 68.88
PALASHSECU, EQ, 10-Jul-2019, 40.20, 38.10, 38.50, 37.10, 38.10, 38.10, 38.11, 596, 0.23, 13, 344, 57.72
PALREDTEC, EQ, 10-Jul-2019, 26.80, 27.65, 27.65, 26.10, 26.40, 26.65, 26.89, 5647, 1.52, 63, 625, 11.07
PANACEABIO, EQ, 10-Jul-2019, 145.10, 148.40, 160.00, 145.10, 150.25, 150.50, 155.28, 95450, 148.21, 2505, 24378, 25.54
PANAMAPET, EQ, 10-Jul-2019, 89.05, 88.70, 90.10, 88.05, 88.30, 88.45, 88.83, 2572, 2.28, 116, 1753, 68.16
PAPERPROD, EQ, 10-Jul-2019, 255.30, 252.85, 258.50, 252.85, 256.00, 256.05, 256.20, 9547, 24.46, 433, 6188, 64.82
PARABDRUGS, BE, 10-Jul-2019, 1.00, 1.00, 1.00, 0.95, 0.95, 0.95, 0.97, 172, 0.00, 2, -, -
PARACABLES, EQ, 10-Jul-2019, 11.00, 11.05, 11.10, 10.80, 11.00, 10.90, 10.98, 27919, 3.07, 236, 17119, 61.32
PARAGMILK, EQ, 10-Jul-2019, 255.75, 254.50, 261.20, 254.15, 260.80, 260.50, 256.58, 165544, 424.75, 7701, 94677, 57.19
PARSVNATH, EQ, 10-Jul-2019, 3.50, 3.50, 4.15, 3.50, 4.10, 3.90, 3.80, 330303, 12.57, 377, 271889, 82.32
PATELENG, EQ, 10-Jul-2019, 18.40, 18.60, 18.60, 17.50, 17.90, 17.75, 17.82, 60112, 10.71, 448, 36124, 60.09
PATINTLOG, EQ, 10-Jul-2019, 36.55, 36.00, 37.40, 35.20, 35.55, 35.90, 36.31, 14580, 5.29, 296, 6925, 47.50
PATSPINLTD, EQ, 10-Jul-2019, 7.85, 7.90, 8.00, 7.70, 8.00, 7.75, 7.81, 3696, 0.29, 34, 2536, 68.61
PCJEWELLER, EQ, 10-Jul-2019, 39.10, 39.30, 39.95, 38.00, 39.10, 38.85, 38.83, 9572741, 3717.05, 33863, 1592977, 16.64
PDMJEPAPER, EQ, 10-Jul-2019, 11.40, 11.20, 13.10, 11.20, 12.00, 11.95, 12.09, 30979, 3.74, 244, 16325, 52.70
PDPL, BE, 10-Jul-2019, 4.80, 4.80, 4.80, 4.80, 4.80, 4.80, 4.80, 1, 0.00, 1, -, -
PDSMFL, EQ, 10-Jul-2019, 326.00, 324.00, 326.90, 322.70, 323.00, 323.30, 324.69, 1277, 4.15, 67, 1184, 92.72
PEARLPOLY, BE, 10-Jul-2019, 13.35, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 1600, 0.22, 1, -, -
PEL, EQ, 10-Jul-2019, 1990.30, 1989.10, 1998.05, 1925.00, 1941.10, 1937.05, 1960.08, 763963, 14974.25, 31984, 68903, 9.02
PENIND, EQ, 10-Jul-2019, 32.30, 32.20, 33.30, 32.20, 32.50, 32.65, 32.82, 51185, 16.80, 1848, 29342, 57.33
PENINLAND, EQ, 10-Jul-2019, 5.75, 5.70, 5.90, 5.70, 5.70, 5.75, 5.74, 55558, 3.19, 109, 50836, 91.50
PERSISTENT, EQ, 10-Jul-2019, 615.40, 619.25, 619.90, 611.35, 616.60, 616.20, 614.71, 25507, 156.79, 4054, 13882, 54.42
PETRONENGG, BE, 10-Jul-2019, 6.70, 6.70, 6.70, 6.70, 6.70, 6.70, 6.70, 68, 0.00, 2, -, -
PETRONET, EQ, 10-Jul-2019, 241.95, 241.50, 247.40, 241.00, 244.90, 244.20, 244.13, 4473710, 10921.68, 36051, 3537970, 79.08
PFC, EQ, 10-Jul-2019, 128.35, 127.05, 129.70, 124.45, 124.85, 124.95, 126.70, 5361715, 6793.41, 28125, 1288732, 24.04
PFC, N3, 10-Jul-2019, 1184.00, 1188.00, 1188.25, 1188.00, 1188.25, 1188.25, 1188.05, 156, 1.85, 8, 156, 100.00
PFC, N4, 10-Jul-2019, 1116.00, 1106.50, 1114.99, 1106.50, 1114.99, 1114.99, 1109.35, 135, 1.50, 3, 135, 100.00
PFC, N5, 10-Jul-2019, 1185.00, 1173.10, 1173.10, 1173.10, 1173.10, 1173.10, 1173.10, 50, 0.59, 1, 50, 100.00
PFC, N8, 10-Jul-2019, 1308.80, 1319.90, 1320.00, 1318.00, 1318.00, 1318.00, 1318.74, 57, 0.75, 8, 36, 63.16
PFIZER, EQ, 10-Jul-2019, 3283.55, 3280.00, 3300.25, 3170.00, 3176.00, 3208.30, 3231.11, 14199, 458.79, 3022, 8076, 56.88
PFOCUS, EQ, 10-Jul-2019, 50.10, 50.00, 52.60, 49.05, 49.50, 49.50, 50.02, 9493, 4.75, 136, 7943, 83.67
PFS, EQ, 10-Jul-2019, 15.00, 15.00, 15.15, 14.75, 14.85, 14.80, 14.94, 296792, 44.33, 620, 231561, 78.02
PGEL, EQ, 10-Jul-2019, 49.45, 51.60, 51.60, 48.60, 49.90, 49.75, 49.84, 25658, 12.79, 519, 10124, 39.46
PGHH, EQ, 10-Jul-2019, 10962.80, 10972.75, 10989.85, 10780.90, 10900.00, 10921.90, 10939.04, 2751, 300.93, 1010, 1732, 62.96
PGHL, EQ, 10-Jul-2019, 4055.45, 4062.00, 4123.70, 4034.00, 4097.00, 4100.20, 4086.54, 20319, 830.34, 2955, 14329, 70.52
PGIL, EQ, 10-Jul-2019, 165.80, 163.00, 166.00, 163.00, 163.00, 163.00, 163.06, 1285, 2.10, 30, 1217, 94.71
PHILIPCARB, EQ, 10-Jul-2019, 108.70, 109.35, 112.50, 108.40, 108.95, 109.50, 110.04, 366389, 403.17, 5667, 140123, 38.24
PHOENIXLTD, EQ, 10-Jul-2019, 629.75, 635.00, 657.45, 631.10, 644.65, 649.05, 636.24, 457635, 2911.66, 1454, 443302, 96.87
PIDILITIND, EQ, 10-Jul-2019, 1177.75, 1178.25, 1187.75, 1173.00, 1179.10, 1183.25, 1181.52, 195181, 2306.11, 11287, 97041, 49.72
PIIND, EQ, 10-Jul-2019, 1159.25, 1166.90, 1169.45, 1107.20, 1108.05, 1117.30, 1134.96, 145865, 1655.51, 6700, 130783, 89.66
PILANIINVS, EQ, 10-Jul-2019, 2007.35, 2010.00, 2037.90, 1980.00, 2000.00, 1996.20, 1991.31, 2470, 49.19, 114, 308, 12.47
PILITA, EQ, 10-Jul-2019, 8.95, 9.25, 9.40, 8.85, 9.15, 9.15, 9.14, 397270, 36.30, 282, 68872, 17.34
PIONDIST, EQ, 10-Jul-2019, 120.55, 121.05, 121.15, 114.30, 115.00, 115.70, 116.16, 9376, 10.89, 234, 4717, 50.31
PIRPHYTO, BE, 10-Jul-2019, 24.25, 24.00, 24.25, 24.00, 24.25, 24.25, 24.13, 55, 0.01, 2, -, -
PITTIENG, EQ, 10-Jul-2019, 47.30, 48.60, 48.60, 46.60, 46.65, 46.90, 47.21, 21620, 10.21, 233, 19042, 88.08
PKTEA, BE, 10-Jul-2019, 134.90, 128.65, 140.95, 128.65, 138.00, 131.40, 133.98, 184, 0.25, 10, -, -
PLASTIBLEN, EQ, 10-Jul-2019, 178.10, 178.70, 178.70, 170.55, 171.00, 171.95, 175.13, 5149, 9.02, 126, 4891, 94.99
PNB, EQ, 10-Jul-2019, 74.35, 74.80, 74.90, 72.00, 72.80, 72.75, 73.05, 24105866, 17609.61, 60318, 2507036, 10.40
PNBGILTS, EQ, 10-Jul-2019, 35.60, 36.50, 37.10, 35.60, 37.00, 36.70, 36.44, 542035, 197.51, 3209, 254297, 46.92
PNBHOUSING, EQ, 10-Jul-2019, 777.15, 777.90, 784.00, 766.00, 775.10, 771.85, 778.28, 189348, 1473.66, 4004, 144651, 76.39
PNC, EQ, 10-Jul-2019, 15.25, 15.70, 15.70, 14.30, 14.65, 14.55, 14.67, 14696, 2.16, 49, 9955, 67.74
PNCINFRA, EQ, 10-Jul-2019, 202.25, 203.45, 203.85, 196.30, 199.60, 199.15, 200.25, 113421, 227.12, 4771, 60124, 53.01
PODDARHOUS, EQ, 10-Jul-2019, 525.00, 527.00, 527.00, 500.00, 500.40, 500.40, 505.82, 26, 0.13, 10, 15, 57.69
PODDARMENT, EQ, 10-Jul-2019, 159.30, 153.30, 164.40, 153.30, 164.40, 162.60, 159.64, 1144, 1.83, 39, 1028, 89.86
POKARNA, EQ, 10-Jul-2019, 134.90, 134.00, 135.00, 130.00, 130.00, 130.25, 131.60, 6785, 8.93, 255, 4858, 71.60
POLYCAB, EQ, 10-Jul-2019, 611.40, 610.00, 619.30, 610.00, 614.00, 613.95, 615.31, 25922, 159.50, 2172, 13029, 50.26
POLYMED, EQ, 10-Jul-2019, 180.60, 180.00, 190.00, 175.30, 180.85, 178.35, 181.58, 4790, 8.70, 709, 1435, 29.96
POLYPLEX, EQ, 10-Jul-2019, 499.60, 503.05, 504.00, 488.00, 493.50, 491.30, 494.85, 33970, 168.10, 1252, 22544, 66.36
PONNIERODE, EQ, 10-Jul-2019, 114.95, 118.00, 118.00, 114.95, 118.00, 117.40, 117.41, 502, 0.59, 13, 502, 100.00
POWERFUL, SM, 10-Jul-2019, 9.00, 8.00, 8.00, 8.00, 8.00, 8.00, 8.00, 2000, 0.16, 1, 2000, 100.00
POWERGRID, EQ, 10-Jul-2019, 204.75, 204.70, 206.45, 203.10, 205.50, 205.30, 204.88, 7129858, 14607.83, 49126, 4561486, 63.98
POWERMECH, EQ, 10-Jul-2019, 980.00, 983.95, 984.00, 936.10, 942.00, 941.15, 954.70, 10757, 102.70, 525, 3536, 32.87
PPAP, EQ, 10-Jul-2019, 225.15, 220.10, 229.95, 206.95, 225.00, 225.05, 220.56, 7049, 15.55, 377, 4389, 62.26
PPL, BE, 10-Jul-2019, 76.85, 78.90, 80.65, 77.90, 80.65, 80.55, 79.55, 30044, 23.90, 320, -, -
PRABHAT, EQ, 10-Jul-2019, 64.20, 64.00, 65.30, 63.60, 65.15, 64.90, 64.81, 47060, 30.50, 286, 31100, 66.09
PRAENG, EQ, 10-Jul-2019, 6.80, 6.95, 7.20, 6.50, 7.00, 7.10, 7.05, 21090, 1.49, 81, 17281, 81.94
PRAJIND, EQ, 10-Jul-2019, 128.40, 128.55, 129.95, 125.35, 125.80, 125.85, 127.29, 650664, 828.22, 7621, 238276, 36.62
PRAKASH, EQ, 10-Jul-2019, 56.10, 55.95, 56.40, 55.00, 55.10, 55.40, 55.74, 194688, 108.52, 1968, 115355, 59.25
PRAKASHCON, EQ, 10-Jul-2019, 2.60, 2.90, 3.10, 2.70, 3.10, 3.05, 2.93, 936263, 27.44, 712, 320473, 34.23
PRAXIS, EQ, 10-Jul-2019, 85.00, 83.25, 98.00, 83.25, 89.45, 91.15, 91.89, 18497, 17.00, 656, 7746, 41.88
PRECAM, EQ, 10-Jul-2019, 51.70, 50.50, 56.40, 50.50, 51.25, 51.35, 52.56, 19249, 10.12, 470, 10808, 56.15
PRECOT, EQ, 10-Jul-2019, 33.15, 32.40, 32.40, 30.05, 32.00, 31.85, 31.70, 1511, 0.48, 39, 1351, 89.41
PRECWIRE, EQ, 10-Jul-2019, 182.35, 181.05, 182.55, 180.00, 181.70, 180.45, 180.89, 2396, 4.33, 96, 1847, 77.09
PREMEXPLN, EQ, 10-Jul-2019, 188.10, 190.00, 190.00, 182.10, 183.50, 184.65, 184.51, 2363, 4.36, 105, 845, 35.76
PREMIER, BE, 10-Jul-2019, 3.60, 3.50, 3.75, 3.50, 3.75, 3.75, 3.53, 205, 0.01, 4, -, -
PREMIERPOL, EQ, 10-Jul-2019, 22.85, 22.65, 22.70, 21.25, 21.25, 21.95, 22.32, 876, 0.20, 29, 653, 74.54
PRESSMN, EQ, 10-Jul-2019, 25.75, 24.65, 25.40, 24.65, 24.85, 24.95, 24.95, 3875, 0.97, 64, 3525, 90.97
PRESTIGE, EQ, 10-Jul-2019, 275.95, 270.15, 277.50, 266.70, 268.55, 269.90, 271.91, 184407, 501.43, 5688, 40157, 21.78
PRICOLLTD, EQ, 10-Jul-2019, 31.75, 32.00, 32.70, 31.25, 31.30, 31.30, 31.55, 25679, 8.10, 273, 16890, 65.77
PRIMESECU, EQ, 10-Jul-2019, 37.00, 36.70, 38.60, 36.00, 37.70, 38.15, 37.68, 30435, 11.47, 499, 21489, 70.61
PROVOGE, EQ, 10-Jul-2019, 1.90, 1.85, 1.85, 1.85, 1.85, 1.85, 1.85, 12607, 0.23, 39, 12585, 99.83
PROZONINTU, BE, 10-Jul-2019, 20.10, 19.55, 20.75, 19.10, 19.95, 19.25, 19.65, 35952, 7.06, 242, -, -
PRSMJOHNSN, EQ, 10-Jul-2019, 91.10, 90.70, 91.45, 90.50, 91.00, 91.05, 91.01, 131949, 120.09, 1007, 103389, 78.36
PSB, EQ, 10-Jul-2019, 25.90, 26.60, 26.90, 26.30, 26.35, 26.45, 26.60, 82644, 21.98, 544, 41077, 49.70
PSL, EQ, 10-Jul-2019, 0.80, 0.80, 0.85, 0.75, 0.80, 0.80, 0.80, 5883, 0.05, 22, 4343, 73.82
PSPPROJECT, EQ, 10-Jul-2019, 533.75, 522.80, 548.55, 522.80, 545.00, 540.00, 540.30, 22411, 121.09, 963, 11581, 51.68
PSUBNKBEES, EQ, 10-Jul-2019, 346.56, 348.00, 351.28, 341.65, 342.88, 342.88, 347.16, 1656, 5.75, 83, 838, 50.60
PTC, EQ, 10-Jul-2019, 64.60, 64.60, 65.95, 63.70, 63.75, 64.10, 64.69, 827665, 535.44, 6256, 431027, 52.08
PTL, EQ, 10-Jul-2019, 41.80, 41.80, 42.30, 41.50, 41.50, 41.65, 41.83, 17679, 7.40, 95, 17212, 97.36
PULZ, SM, 10-Jul-2019, 39.80, 41.60, 41.80, 41.60, 41.80, 41.80, 41.70, 4000, 1.67, 2, 4000, 100.00
PUNJABCHEM, EQ, 10-Jul-2019, 609.30, 604.00, 606.05, 599.00, 600.00, 602.35, 602.27, 3977, 23.95, 125, 2561, 64.40
PUNJLLOYD, EQ, 10-Jul-2019, 1.40, 1.45, 1.45, 1.35, 1.45, 1.40, 1.39, 293717, 4.09, 231, 232331, 79.10
PURVA, EQ, 10-Jul-2019, 69.00, 68.30, 69.65, 67.60, 69.00, 68.70, 68.46, 49504, 33.89, 465, 25632, 51.78
PVR, EQ, 10-Jul-2019, 1659.60, 1666.90, 1713.00, 1656.00, 1694.95, 1700.50, 1697.30, 539360, 9154.56, 28490, 141865, 26.30
QGOLDHALF, EQ, 10-Jul-2019, 1494.65, 1500.00, 1500.00, 1496.00, 1500.00, 1499.80, 1498.68, 171, 2.56, 47, 151, 88.30
QNIFTY, EQ, 10-Jul-2019, 1177.00, 1179.00, 1179.00, 1176.00, 1176.00, 1176.00, 1176.64, 14, 0.16, 10, 14, 100.00
QUESS, EQ, 10-Jul-2019, 428.40, 434.00, 437.95, 417.05, 425.70, 428.70, 427.96, 230842, 987.90, 14031, 58937, 25.53
