SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
DRREDDY, EQ, 10-Jul-2019, 2598.85, 2594.00, 2602.90, 2572.40, 2585.50, 2584.65, 2585.39, 311159, 8044.67, 21785, 99821, 32.08
DRSDILIP, SM, 10-Jul-2019, 75.25, 76.00, 76.05, 76.00, 76.05, 76.05, 76.03, 12800, 9.73, 5, 6400, 50.00
DSSL, EQ, 10-Jul-2019, 29.45, 29.00, 30.30, 28.20, 29.95, 28.50, 28.58, 331, 0.09, 50, 208, 62.84
DTIL, EQ, 10-Jul-2019, 187.65, 187.65, 188.70, 180.10, 187.85, 183.50, 183.44, 1655, 3.04, 179, 1116, 67.43
DUCON, EQ, 10-Jul-2019, 7.20, 7.25, 7.80, 7.25, 7.55, 7.50, 7.48, 138098, 10.32, 342, 64546, 46.74
DVL, EQ, 10-Jul-2019, 86.80, 85.60, 87.70, 85.35, 86.45, 86.40, 86.02, 4963, 4.27, 148, 3567, 71.87
DWARKESH, EQ, 10-Jul-2019, 24.90, 24.80, 25.20, 24.30, 24.85, 24.65, 24.78, 197748, 49.00, 889, 130996, 66.24
DYNAMATECH, EQ, 10-Jul-2019, 1380.20, 1375.45, 1396.70, 1350.00, 1350.00, 1351.20, 1354.81, 1251, 16.95, 92, 1014, 81.06
DYNPRO, EQ, 10-Jul-2019, 110.15, 108.20, 113.00, 108.20, 113.00, 111.60, 111.17, 3093, 3.44, 176, 2292, 74.10
EASTSILK, BE, 10-Jul-2019, 1.25, 1.25, 1.30, 1.25, 1.30, 1.30, 1.29, 6309, 0.08, 14, -, -
EASUNREYRL, EQ, 10-Jul-2019, 4.20, 4.40, 4.40, 4.40, 4.40, 4.40, 4.40, 2511, 0.11, 6, 2511, 100.00
ECLERX, EQ, 10-Jul-2019, 678.35, 678.35, 682.00, 672.00, 672.25, 673.05, 676.79, 7112, 48.13, 678, 4830, 67.91
ECLFINANCE, N5, 10-Jul-2019, 1004.10, 1003.00, 1004.60, 1000.00, 1004.60, 1003.61, 1001.15, 455, 4.56, 9, 455, 100.00
ECLFINANCE, N7, 10-Jul-2019, 1817.50, 1815.00, 1817.50, 1815.00, 1817.50, 1816.32, 1815.93, 134, 2.43, 4, 134, 100.00
ECLFINANCE, NB, 10-Jul-2019, 980.00, 979.00, 979.00, 979.00, 979.00, 979.00, 979.00, 7, 0.07, 2, 7, 100.00
ECLFINANCE, NF, 10-Jul-2019, 1040.00, 1040.00, 1040.00, 1039.50, 1040.00, 1040.00, 1039.68, 620, 6.45, 5, 620, 100.00
ECLFINANCE, NG, 10-Jul-2019, 934.00, 974.25, 974.25, 950.00, 950.00, 950.00, 962.37, 49, 0.47, 2, 49, 100.00
ECLFINANCE, NI, 10-Jul-2019, 1014.00, 1025.00, 1025.00, 1025.00, 1025.00, 1025.00, 1025.00, 460, 4.72, 1, 460, 100.00
ECLFINANCE, NJ, 10-Jul-2019, 897.34, 910.00, 913.00, 910.00, 912.00, 911.99, 911.03, 51, 0.46, 5, 26, 50.98
ECLFINANCE, NK, 10-Jul-2019, 981.00, 981.01, 984.00, 980.00, 984.00, 984.00, 980.86, 233, 2.29, 13, 223, 95.71
ECLFINANCE, NM, 10-Jul-2019, 1009.72, 961.10, 961.10, 961.10, 961.10, 961.10, 961.10, 50, 0.48, 1, 50, 100.00
ECLFINANCE, NN, 10-Jul-2019, 1004.00, 1006.00, 1025.00, 1006.00, 1006.00, 1006.00, 1014.33, 600, 6.09, 4, 350, 58.33
ECLFINANCE, NO, 10-Jul-2019, 968.63, 967.90, 968.00, 967.90, 968.00, 967.99, 967.99, 100, 0.97, 3, 100, 100.00
ECLFINANCE, NP, 10-Jul-2019, 997.00, 1000.00, 1000.00, 998.00, 998.00, 998.00, 999.20, 250, 2.50, 3, 250, 100.00
ECLFINANCE, NQ, 10-Jul-2019, 990.00, 990.00, 990.00, 988.00, 988.00, 988.00, 989.20, 500, 4.95, 5, 500, 100.00
ECLFINANCE, NR, 10-Jul-2019, 987.00, 984.00, 991.00, 984.00, 991.00, 989.94, 986.57, 932, 9.19, 45, 921, 98.82
ECLFINANCE, NS, 10-Jul-2019, 981.56, 981.00, 981.00, 979.00, 980.00, 980.00, 980.12, 801, 7.85, 6, 601, 75.03
EDELWEISS, EQ, 10-Jul-2019, 157.65, 158.35, 170.25, 157.50, 166.50, 166.55, 164.86, 1660597, 2737.64, 24556, 502756, 30.28
EDL, BZ, 10-Jul-2019, 4.90, 4.70, 5.00, 4.70, 5.00, 4.95, 4.71, 5068, 0.24, 52, -, -
EDUCOMP, BZ, 10-Jul-2019, 1.40, 1.45, 1.45, 1.40, 1.45, 1.40, 1.41, 43007, 0.60, 50, -, -
EHFLNCD, N3, 10-Jul-2019, 959.97, 961.10, 961.10, 960.00, 960.00, 960.00, 960.52, 17, 0.16, 2, 17, 100.00
EICHERMOT, EQ, 10-Jul-2019, 19038.60, 18990.00, 19270.95, 18650.00, 18750.00, 18751.00, 18972.02, 83121, 15769.73, 24988, 18869, 22.70
EIDPARRY, EQ, 10-Jul-2019, 169.15, 169.15, 171.60, 164.30, 165.00, 165.20, 166.95, 60841, 101.57, 1980, 33173, 54.52
EIFFL, SM, 10-Jul-2019, 112.40, 111.50, 111.70, 111.50, 111.70, 111.70, 111.60, 4800, 5.36, 4, 4800, 100.00
EIHAHOTELS, EQ, 10-Jul-2019, 342.25, 343.45, 345.00, 337.00, 345.00, 340.85, 341.40, 1332, 4.55, 135, 795, 59.68
EIHOTEL, EQ, 10-Jul-2019, 176.80, 176.80, 177.35, 172.50, 174.30, 174.90, 175.03, 49408, 86.48, 1643, 38103, 77.12
EIMCOELECO, EQ, 10-Jul-2019, 368.25, 379.45, 385.00, 358.65, 359.00, 364.50, 364.48, 2337, 8.52, 149, 1620, 69.32
EKC, EQ, 10-Jul-2019, 24.85, 24.65, 24.90, 24.40, 24.60, 24.50, 24.59, 12280, 3.02, 151, 8070, 65.72
ELAND, EQ, 10-Jul-2019, 6.50, 6.50, 6.75, 6.40, 6.45, 6.45, 6.49, 3131, 0.20, 12, 3004, 95.94
ELECON, EQ, 10-Jul-2019, 44.40, 44.20, 44.75, 43.10, 43.30, 43.35, 43.73, 40980, 17.92, 670, 28415, 69.34
ELECTCAST, EQ, 10-Jul-2019, 16.75, 16.45, 16.60, 16.25, 16.35, 16.30, 16.41, 31412, 5.16, 142, 23524, 74.89
ELECTHERM, EQ, 10-Jul-2019, 218.30, 225.50, 225.50, 207.40, 208.00, 207.65, 210.00, 19864, 41.72, 576, 14278, 71.88
ELGIEQUIP, EQ, 10-Jul-2019, 258.35, 257.15, 259.65, 256.00, 259.65, 257.75, 256.94, 7894, 20.28, 193, 6595, 83.54
ELGIRUBCO, EQ, 10-Jul-2019, 19.55, 18.55, 20.50, 18.55, 19.10, 19.30, 19.43, 2786, 0.54, 43, 2001, 71.82
EMAMILTD, EQ, 10-Jul-2019, 301.00, 299.90, 303.70, 294.05, 297.70, 296.70, 298.44, 302451, 902.63, 9856, 130031, 42.99
EMAMIPAP, EQ, 10-Jul-2019, 83.50, 83.00, 83.00, 80.55, 82.00, 82.00, 81.67, 3676, 3.00, 87, 1223, 33.27
EMAMIREAL, EQ, 10-Jul-2019, 58.65, 57.30, 59.60, 56.25, 57.60, 57.60, 57.15, 31158, 17.81, 273, 24745, 79.42
EMBASSY, RR, 10-Jul-2019, 374.60, 375.99, 379.69, 375.95, 378.50, 378.45, 377.99, 2135600, 8072.45, 75, 2129600, 99.72
EMCO, BE, 10-Jul-2019, 2.40, 2.50, 2.50, 2.30, 2.40, 2.40, 2.39, 17216, 0.41, 36, -, -
EMKAY, EQ, 10-Jul-2019, 71.50, 71.15, 72.95, 70.00, 70.10, 70.15, 70.76, 9396, 6.65, 189, 6146, 65.41
EMMBI, EQ, 10-Jul-2019, 151.40, 153.05, 153.05, 140.80, 144.90, 143.35, 145.14, 24724, 35.88, 1003, 13568, 54.88
EMOFSR1RDP, MF, 10-Jul-2019, 7.40, 7.40, 7.42, 6.75, 7.42, 7.42, 7.32, 14466, 1.06, 6, 12358, 85.43
EMOFSR1RGG, MF, 10-Jul-2019, 7.49, 7.49, 7.55, 7.41, 7.42, 7.42, 7.45, 14485, 1.08, 6, 14485, 100.00
ENDURANCE, EQ, 10-Jul-2019, 1000.10, 1010.00, 1010.00, 999.00, 1000.00, 1000.25, 1000.90, 18966, 189.83, 2231, 15368, 81.03
ENERGYDEV, EQ, 10-Jul-2019, 5.95, 6.10, 6.15, 5.85, 5.95, 5.95, 5.93, 23013, 1.37, 105, 17125, 74.41
ENGINERSIN, EQ, 10-Jul-2019, 109.70, 109.70, 111.20, 108.10, 110.90, 110.60, 109.93, 1415228, 1555.77, 9449, 531327, 37.54
ENIL, EQ, 10-Jul-2019, 416.85, 416.55, 427.80, 403.25, 404.00, 406.25, 412.70, 546, 2.25, 143, 281, 51.47
EON, EQ, 10-Jul-2019, 22.05, 22.70, 22.70, 21.55, 21.80, 22.00, 22.19, 15206, 3.37, 395, 8965, 58.96
EQUITAS, EQ, 10-Jul-2019, 117.15, 117.15, 118.45, 113.65, 115.00, 115.10, 115.22, 2349640, 2707.29, 10629, 927104, 39.46
ERFLNCDI, N2, 10-Jul-2019, 970.00, 975.00, 975.00, 970.00, 970.00, 970.00, 972.75, 510, 4.96, 6, 510, 100.00
ERFLNCDI, N5, 10-Jul-2019, 850.00, 850.00, 850.00, 822.90, 835.50, 840.24, 842.10, 80, 0.67, 6, 70, 87.50
ERIS, EQ, 10-Jul-2019, 494.95, 486.40, 495.45, 486.40, 492.00, 491.95, 493.00, 10963, 54.05, 2099, 9075, 82.78
EROSMEDIA, EQ, 10-Jul-2019, 16.40, 16.05, 16.30, 15.60, 15.60, 15.60, 15.67, 1952950, 305.97, 1282, 1541717, 78.94
ESABINDIA, EQ, 10-Jul-2019, 1070.50, 1066.95, 1081.95, 1060.00, 1080.00, 1077.05, 1068.48, 1089, 11.64, 154, 810, 74.38
ESCORTS, EQ, 10-Jul-2019, 535.55, 537.90, 544.90, 531.50, 538.45, 537.65, 538.80, 1904896, 10263.62, 48782, 216482, 11.36
ESSARSHPNG, EQ, 10-Jul-2019, 8.15, 8.00, 8.55, 7.75, 8.20, 8.30, 8.09, 10204, 0.83, 40, 4197, 41.13
ESSELPACK, EQ, 10-Jul-2019, 130.45, 130.65, 130.65, 129.65, 130.00, 130.00, 130.08, 104173, 135.50, 1724, 79664, 76.47
ESTER, EQ, 10-Jul-2019, 29.55, 29.20, 29.95, 28.55, 28.75, 28.95, 29.20, 19831, 5.79, 282, 14322, 72.22
EUROMULTI, BE, 10-Jul-2019, 0.60, 0.60, 0.60, 0.55, 0.60, 0.55, 0.58, 400, 0.00, 5, -, -
EUROTEXIND, EQ, 10-Jul-2019, 13.00, 12.75, 12.75, 12.75, 12.75, 12.75, 12.75, 449, 0.06, 1, 449, 100.00
EVEREADY, EQ, 10-Jul-2019, 69.85, 69.90, 72.30, 68.35, 71.95, 71.45, 69.68, 184676, 128.67, 1445, 148693, 80.52
EVERESTIND, EQ, 10-Jul-2019, 396.75, 396.70, 403.00, 390.00, 391.25, 391.45, 395.87, 15015, 59.44, 732, 8350, 55.61
EXCEL, EQ, 10-Jul-2019, 1.70, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 65893, 1.15, 43, 65893, 100.00
EXCELCROP, EQ, 10-Jul-2019, 2915.15, 2936.55, 2980.00, 2912.45, 2915.00, 2925.95, 2933.75, 1282, 37.61, 198, 654, 51.01
EXCELINDUS, EQ, 10-Jul-2019, 923.90, 926.00, 932.90, 911.05, 914.00, 915.80, 920.96, 2150, 19.80, 385, 1098, 51.07
EXIDEIND, EQ, 10-Jul-2019, 199.80, 200.00, 202.70, 198.20, 199.00, 199.25, 199.95, 871578, 1742.70, 18674, 211161, 24.23
EXPLEOSOL, EQ, 10-Jul-2019, 382.80, 382.30, 384.00, 381.00, 381.00, 381.05, 381.65, 2138, 8.16, 87, 1799, 84.14
FACT, EQ, 10-Jul-2019, 38.45, 38.25, 39.90, 38.05, 38.50, 38.40, 38.87, 140582, 54.65, 1553, 46088, 32.78
FAIRCHEM, EQ, 10-Jul-2019, 531.95, 537.80, 545.00, 531.00, 531.10, 534.35, 538.38, 3501, 18.85, 260, 2676, 76.44
FCL, EQ, 10-Jul-2019, 32.40, 32.45, 32.65, 31.70, 32.25, 32.20, 32.12, 59694, 19.17, 662, 34220, 57.33
FCONSUMER, EQ, 10-Jul-2019, 40.35, 40.40, 40.50, 39.60, 39.70, 39.80, 40.07, 496651, 199.02, 2154, 266826, 53.73
FCSSOFT, EQ, 10-Jul-2019, 0.25, 0.25, 0.25, 0.20, 0.25, 0.20, 0.24, 948145, 2.27, 152, 524074, 55.27
FDC, EQ, 10-Jul-2019, 173.20, 172.75, 173.90, 166.45, 167.00, 167.25, 169.93, 20065, 34.10, 1223, 16070, 80.09
FEDERALBNK, EQ, 10-Jul-2019, 106.75, 106.70, 107.85, 104.90, 105.35, 105.30, 106.51, 8044545, 8568.23, 30778, 3638599, 45.23
FEL, EQ, 10-Jul-2019, 35.05, 35.05, 35.20, 33.75, 34.00, 34.00, 34.35, 143913, 49.43, 778, 123488, 85.81
FELDVR, EQ, 10-Jul-2019, 33.15, 33.00, 33.50, 31.40, 33.50, 32.15, 31.86, 25923, 8.26, 94, 23768, 91.69
FIEMIND, EQ, 10-Jul-2019, 452.85, 452.85, 460.00, 447.00, 448.00, 448.55, 454.71, 11958, 54.37, 911, 7714, 64.51
FILATEX, EQ, 10-Jul-2019, 36.55, 36.30, 37.50, 36.25, 37.05, 37.10, 37.12, 496916, 184.45, 386, 450680, 90.70
FINCABLES, EQ, 10-Jul-2019, 400.00, 400.15, 404.20, 396.00, 399.95, 398.75, 399.60, 25416, 101.56, 3976, 15960, 62.80
FINEORG, EQ, 10-Jul-2019, 1397.20, 1400.00, 1400.00, 1375.50, 1385.00, 1382.90, 1384.08, 2492, 34.49, 540, 1965, 78.85
FINPIPE, EQ, 10-Jul-2019, 505.90, 505.60, 509.50, 498.95, 501.00, 499.65, 501.74, 23047, 115.64, 1054, 13818, 59.96
FLEXITUFF, EQ, 10-Jul-2019, 27.00, 26.90, 28.20, 24.45, 27.00, 26.70, 27.08, 7512, 2.03, 290, 3386, 45.07
FLFL, EQ, 10-Jul-2019, 471.80, 471.80, 473.10, 468.00, 471.00, 471.15, 470.66, 7081, 33.33, 209, 6170, 87.13
FMGOETZE, EQ, 10-Jul-2019, 592.65, 585.25, 600.00, 580.85, 582.10, 585.15, 591.32, 3846, 22.74, 326, 2006, 52.16
FMNL, EQ, 10-Jul-2019, 37.00, 38.85, 38.85, 37.50, 38.85, 38.85, 38.57, 33756, 13.02, 154, 27694, 82.04
FORTIS, EQ, 10-Jul-2019, 129.80, 129.35, 130.15, 127.20, 129.00, 128.70, 128.45, 562637, 722.68, 7123, 361417, 64.24
FOSECOIND, EQ, 10-Jul-2019, 1249.35, 1254.85, 1260.05, 1232.50, 1234.00, 1236.05, 1242.38, 748, 9.29, 254, 360, 48.13
FRETAIL, EQ, 10-Jul-2019, 478.45, 478.45, 482.50, 470.00, 470.00, 471.25, 476.03, 139224, 662.75, 4608, 42397, 30.45
FSC, EQ, 10-Jul-2019, 606.45, 606.45, 620.00, 586.00, 590.00, 594.50, 602.90, 5385, 32.47, 317, 4311, 80.06
FSL, EQ, 10-Jul-2019, 51.20, 51.10, 52.20, 50.65, 52.00, 51.80, 51.39, 1344184, 690.74, 8467, 666449, 49.58
GABRIEL, EQ, 10-Jul-2019, 103.05, 103.50, 103.95, 100.00, 100.60, 100.45, 101.43, 38533, 39.08, 1190, 22505, 58.40
GAEL, EQ, 10-Jul-2019, 141.10, 141.40, 141.40, 131.10, 137.45, 136.15, 136.64, 220367, 301.11, 3058, 159127, 72.21
GAIL, EQ, 10-Jul-2019, 147.10, 148.30, 149.20, 144.30, 144.85, 144.95, 146.33, 6748678, 9875.29, 74793, 3328481, 49.32
GAL, EQ, 10-Jul-2019, 3.90, 4.10, 4.10, 3.70, 3.85, 3.90, 3.88, 6045, 0.23, 104, 1691, 27.97
GALAXYSURF, EQ, 10-Jul-2019, 1243.60, 1245.75, 1248.35, 1228.30, 1244.00, 1242.15, 1239.09, 2268, 28.10, 519, 1625, 71.65
GALLANTT, EQ, 10-Jul-2019, 39.00, 38.05, 39.25, 36.40, 37.85, 37.20, 37.86, 12093, 4.58, 99, 9087, 75.14
GALLISPAT, EQ, 10-Jul-2019, 37.55, 36.65, 36.65, 31.10, 31.95, 31.75, 33.46, 247554, 82.82, 1008, 198051, 80.00
GAMMNINFRA, EQ, 10-Jul-2019, 0.40, 0.35, 0.45, 0.35, 0.40, 0.40, 0.40, 302448, 1.21, 126, 227565, 75.24
GANDHITUBE, EQ, 10-Jul-2019, 393.75, 382.00, 391.40, 375.00, 377.00, 376.10, 384.46, 4593, 17.66, 412, 3465, 75.44
GANECOS, EQ, 10-Jul-2019, 288.80, 284.85, 296.90, 276.60, 280.00, 281.60, 285.44, 12308, 35.13, 680, 7527, 61.16
GANESHHOUC, EQ, 10-Jul-2019, 44.50, 43.60, 44.90, 43.00, 43.45, 43.40, 43.65, 19746, 8.62, 511, 16193, 82.01
GANGESSECU, EQ, 10-Jul-2019, 41.90, 41.50, 42.00, 41.20, 41.30, 41.30, 41.31, 6881, 2.84, 33, 6201, 90.12
GANGOTRI, BZ, 10-Jul-2019, 1.10, 1.15, 1.15, 1.15, 1.15, 1.15, 1.15, 4071, 0.05, 24, -, -
GARDENSILK, EQ, 10-Jul-2019, 13.95, 13.95, 14.20, 13.60, 13.75, 13.65, 13.80, 5854, 0.81, 102, 3246, 55.45
GARFIBRES, EQ, 10-Jul-2019, 1212.60, 1210.00, 1220.00, 1187.00, 1219.50, 1203.50, 1205.14, 107716, 1298.13, 780, 106739, 99.09
GATI, EQ, 10-Jul-2019, 70.20, 69.95, 71.40, 68.30, 69.40, 69.65, 69.98, 429212, 300.36, 5046, 156744, 36.52
GAYAHWS, EQ, 10-Jul-2019, 0.75, 0.70, 0.75, 0.70, 0.75, 0.75, 0.72, 8539, 0.06, 14, 4320, 50.59
GAYAPROJ, EQ, 10-Jul-2019, 150.85, 151.00, 151.95, 148.60, 150.00, 149.30, 149.63, 8965, 13.41, 502, 6028, 67.24
GDL, EQ, 10-Jul-2019, 124.05, 124.80, 124.80, 121.00, 121.10, 121.55, 121.96, 61419, 74.91, 1762, 51624, 84.05
GEECEE, EQ, 10-Jul-2019, 111.00, 111.00, 112.10, 110.35, 110.50, 110.65, 111.39, 598, 0.67, 54, 343, 57.36
GENESYS, EQ, 10-Jul-2019, 100.90, 104.35, 104.35, 98.30, 99.00, 99.45, 100.73, 9642, 9.71, 229, 6428, 66.67
GENUSPAPER, EQ, 10-Jul-2019, 5.60, 5.55, 5.75, 5.45, 5.75, 5.60, 5.60, 48095, 2.69, 102, 38542, 80.14
GENUSPOWER, EQ, 10-Jul-2019, 22.25, 22.10, 22.95, 21.90, 22.90, 22.75, 22.57, 138645, 31.29, 455, 108368, 78.16
GEOJITFSL, EQ, 10-Jul-2019, 31.95, 31.90, 32.60, 31.90, 32.00, 32.05, 32.23, 76522, 24.67, 910, 50257, 65.68
GEPIL, EQ, 10-Jul-2019, 870.05, 862.15, 866.45, 840.20, 840.25, 846.45, 854.17, 6720, 57.40, 1676, 4100, 61.01
GESHIP, EQ, 10-Jul-2019, 248.45, 248.45, 249.90, 238.90, 243.30, 241.15, 244.16, 21567, 52.66, 927, 16247, 75.33
GET&D, EQ, 10-Jul-2019, 232.20, 234.00, 234.30, 229.00, 231.00, 232.50, 232.11, 12597, 29.24, 1828, 7377, 58.56
GHCL, EQ, 10-Jul-2019, 225.35, 225.40, 226.90, 220.05, 221.45, 222.10, 224.08, 36730, 82.30, 1358, 17699, 48.19
GICHSGFIN, EQ, 10-Jul-2019, 257.95, 259.95, 265.80, 258.00, 261.35, 259.20, 261.22, 73558, 192.15, 3006, 34432, 46.81
GICL, SM, 10-Jul-2019, 21.20, 21.70, 21.70, 20.90, 20.90, 20.90, 21.30, 12000, 2.56, 2, 6000, 50.00
GICRE, EQ, 10-Jul-2019, 224.35, 224.40, 234.70, 222.15, 232.00, 231.10, 229.47, 137869, 316.37, 4066, 59851, 43.41
GILLANDERS, EQ, 10-Jul-2019, 41.05, 39.00, 40.95, 38.60, 39.50, 39.50, 39.19, 1566, 0.61, 20, 1556, 99.36
GILLETTE, EQ, 10-Jul-2019, 7117.10, 7148.50, 7151.00, 6955.35, 6990.00, 6987.80, 7012.30, 4201, 294.59, 1571, 2619, 62.34
GINNIFILA, EQ, 10-Jul-2019, 9.85, 9.80, 9.80, 9.25, 9.50, 9.50, 9.55, 31902, 3.05, 286, 16740, 52.47
GIPCL, EQ, 10-Jul-2019, 71.70, 71.45, 72.75, 70.00, 71.85, 71.35, 71.56, 57740, 41.32, 901, 37834, 65.52
GKWLIMITED, EQ, 10-Jul-2019, 617.80, 649.00, 653.00, 617.95, 653.00, 649.15, 644.23, 345, 2.22, 31, 225, 65.22
GLAXO, EQ, 10-Jul-2019, 1167.05, 1170.00, 1171.75, 1150.05, 1160.00, 1165.80, 1166.56, 26185, 305.46, 1536, 22076, 84.31
GLENMARK, EQ, 10-Jul-2019, 449.20, 451.00, 451.00, 441.00, 445.90, 445.90, 445.98, 1068742, 4766.39, 27240, 326130, 30.52
GLOBALVECT, EQ, 10-Jul-2019, 56.20, 58.00, 58.70, 55.95, 58.40, 58.20, 57.84, 6723, 3.89, 221, 3866, 57.50
GLOBOFFS, EQ, 10-Jul-2019, 8.90, 8.80, 9.05, 8.70, 8.80, 8.75, 8.81, 5130, 0.45, 40, 4596, 89.59
GLOBUSSPR, EQ, 10-Jul-2019, 123.80, 122.65, 127.00, 122.65, 123.85, 123.60, 125.14, 19309, 24.16, 518, 12958, 67.11
GMBREW, EQ, 10-Jul-2019, 423.15, 429.75, 429.75, 409.40, 416.10, 416.15, 417.53, 44014, 183.77, 2215, 16320, 37.08
GMDCLTD, EQ, 10-Jul-2019, 71.05, 71.10, 71.90, 70.70, 71.00, 70.95, 71.18, 62777, 44.68, 994, 38193, 60.84
GMMPFAUDLR, EQ, 10-Jul-2019, 1305.10, 1329.90, 1329.90, 1255.20, 1257.50, 1263.60, 1273.41, 3861, 49.17, 525, 2369, 61.36
GMRINFRA, EQ, 10-Jul-2019, 15.30, 15.40, 15.40, 15.00, 15.00, 15.05, 15.10, 6198754, 935.84, 6182, 1827110, 29.48
GNA, EQ, 10-Jul-2019, 248.50, 248.95, 252.15, 236.15, 240.00, 240.15, 242.55, 51042, 123.80, 2385, 24320, 47.65
GNFC, EQ, 10-Jul-2019, 235.00, 234.90, 237.25, 231.00, 231.55, 232.65, 234.03, 165567, 387.48, 5146, 33242, 20.08
GOACARBON, EQ, 10-Jul-2019, 315.15, 315.00, 330.00, 310.65, 317.40, 318.40, 320.79, 107434, 344.64, 4367, 15665, 14.58
GOCLCORP, EQ, 10-Jul-2019, 242.50, 245.05, 252.70, 239.05, 244.75, 240.25, 246.02, 2408, 5.92, 115, 1733, 71.97
GODFRYPHLP, EQ, 10-Jul-2019, 791.25, 797.60, 797.60, 761.00, 768.00, 772.45, 779.74, 37056, 288.94, 3684, 14084, 38.01
GODHA, SM, 10-Jul-2019, 17.60, 17.60, 17.60, 17.60, 17.60, 17.60, 17.60, 4000, 0.70, 1, 4000, 100.00
GODREJAGRO, EQ, 10-Jul-2019, 497.60, 501.50, 503.25, 490.30, 492.20, 493.40, 498.17, 23254, 115.85, 1402, 11548, 49.66
GODREJCP, EQ, 10-Jul-2019, 646.75, 646.40, 651.25, 635.00, 636.80, 637.75, 639.68, 1278283, 8176.86, 35256, 1007650, 78.83
GODREJIND, EQ, 10-Jul-2019, 484.15, 485.00, 492.90, 482.45, 484.30, 485.45, 485.92, 649102, 3154.11, 10998, 600989, 92.59
GODREJPROP, EQ, 10-Jul-2019, 899.30, 901.75, 921.00, 900.00, 910.10, 908.70, 911.19, 470064, 4283.19, 25855, 138498, 29.46
GOENKA, BZ, 10-Jul-2019, 0.30, 0.25, 0.30, 0.25, 0.30, 0.25, 0.28, 17624, 0.05, 14, -, -
GOKEX, EQ, 10-Jul-2019, 92.40, 90.75, 93.90, 90.70, 93.90, 92.25, 92.08, 23681, 21.81, 333, 17109, 72.25
GOKUL, BE, 10-Jul-2019, 13.10, 12.65, 13.20, 12.65, 13.05, 13.05, 13.06, 8336, 1.09, 24, -, -
GOKULAGRO, BE, 10-Jul-2019, 12.30, 12.30, 12.60, 12.05, 12.15, 12.15, 12.22, 5980, 0.73, 30, -, -
GOLDBEES, EQ, 10-Jul-2019, 3002.20, 3020.05, 3020.05, 3006.00, 3015.60, 3016.20, 3011.13, 5804, 174.77, 896, 2099, 36.16
GOLDENTOBC, EQ, 10-Jul-2019, 32.70, 32.00, 33.40, 31.50, 31.55, 31.55, 32.32, 1480, 0.48, 26, 480, 32.43
GOLDIAM, EQ, 10-Jul-2019, 111.55, 110.25, 115.80, 108.90, 113.05, 113.70, 113.59, 119998, 136.31, 3032, 44576, 37.15
GOLDSHARE, EQ, 10-Jul-2019, 3045.15, 3040.00, 3048.75, 3030.30, 3033.25, 3035.45, 3037.69, 490, 14.88, 107, 210, 42.86
GOLDTECH, EQ, 10-Jul-2019, 9.20, 9.15, 9.90, 9.10, 9.40, 9.40, 9.60, 11828, 1.14, 74, 7005, 59.22
GOODLUCK, EQ, 10-Jul-2019, 63.85, 63.35, 64.50, 63.35, 64.35, 64.05, 64.04, 11480, 7.35, 133, 8348, 72.72
GPIL, EQ, 10-Jul-2019, 208.10, 208.10, 213.70, 206.50, 209.80, 210.50, 210.75, 21387, 45.07, 702, 11788, 55.12
GPPL, EQ, 10-Jul-2019, 82.95, 82.55, 84.60, 81.70, 82.20, 82.60, 82.16, 167684, 137.77, 839, 156803, 93.51
GPTINFRA, EQ, 10-Jul-2019, 44.30, 47.90, 48.70, 43.10, 47.45, 48.05, 47.09, 151844, 71.51, 215, 139397, 91.80
GRANULES, EQ, 10-Jul-2019, 96.65, 96.15, 97.55, 94.10, 94.50, 95.10, 96.10, 333825, 320.81, 4102, 142519, 42.69
GRAPHITE, EQ, 10-Jul-2019, 304.35, 306.00, 312.80, 305.00, 305.00, 306.10, 308.21, 915111, 2820.45, 20008, 244047, 26.67
GRASIM, EQ, 10-Jul-2019, 910.95, 907.70, 918.90, 904.75, 915.20, 913.45, 911.86, 990345, 9030.55, 24595, 347835, 35.12
GRAVITA, EQ, 10-Jul-2019, 55.55, 55.50, 58.80, 52.70, 55.25, 56.35, 54.33, 75882, 41.23, 1232, 32637, 43.01
GREAVESCOT, EQ, 10-Jul-2019, 137.80, 136.70, 138.75, 136.05, 138.45, 138.00, 137.14, 140777, 193.06, 5404, 91419, 64.94
GREENLAM, EQ, 10-Jul-2019, 776.30, 814.00, 814.00, 759.15, 790.00, 784.95, 781.47, 1684, 13.16, 215, 1193, 70.84
GREENPLY, EQ, 10-Jul-2019, 166.30, 164.70, 167.95, 162.65, 167.95, 166.20, 165.08, 45230, 74.67, 1904, 22696, 50.18
GREENPOWER, EQ, 10-Jul-2019, 5.10, 5.00, 5.25, 4.95, 4.95, 5.00, 5.08, 90587, 4.60, 114, 39805, 43.94
GRINDWELL, EQ, 10-Jul-2019, 598.70, 591.60, 603.45, 585.10, 593.20, 598.75, 595.05, 14575, 86.73, 1071, 9737, 66.81
